cc-6.trace,lru,512,0.135267,0.21740888263304484
bfs-3.trace,lru,512,0.20162,0.26869287854424934
cc-6.trace,lru,2048,0.180755,0.43708162684055585
bfs-3.trace,lru,2048,0.205511,0.3225807861263846
cc-6.trace,lru,8192,0.24218,0.5514776165424874
bfs-3.trace,lru,8192,0.206341,0.3319513383377173
cc-6.trace,lru,32768,0.247066,0.5559054691620932
bfs-3.trace,lru,32768,0.297053,0.5112386697381202
cc-6.trace,lip,512,0.127333,0.11669192130546287
bfs-3.trace,lip,512,0.198142,0.2565613684468312
cc-6.trace,lip,2048,0.15832,0.33788542809900557
bfs-3.trace,lip,2048,0.206987,0.3206806683203479
cc-6.trace,lip,8192,0.233277,0.5404804977933283
bfs-3.trace,lip,8192,0.232373,0.40085950980194024
cc-6.trace,lip,32768,0.247016,0.5558930461938137
bfs-3.trace,lip,32768,0.333004,0.5501769099724807
cc-6.trace,eaf,512,0.138184,0.22273858556701237
bfs-3.trace,eaf,512,0.203718,0.3092606961368231
cc-6.trace,eaf,2048,0.172949,0.40618442794290377
bfs-3.trace,eaf,2048,0.204735,0.3209654956123025
cc-6.trace,eaf,8192,0.23834,0.5469015720991902
bfs-3.trace,eaf,8192,0.210736,0.3465146764837614
cc-6.trace,eaf,32768,0.247053,0.5558986226410031
bfs-3.trace,eaf,32768,0.331519,0.5492904145909455
cc-6.trace,hawkeye,512,0.149748,0.8495504990368657
bfs-3.trace,hawkeye,512,0.194712,0.9492811490600277
cc-6.trace,hawkeye,2048,0.194648,0.36055808372635073
bfs-3.trace,hawkeye,2048,0.198401,0.8910005135640103
cc-6.trace,hawkeye,8192,0.329644,0.08618575303420375
bfs-3.trace,hawkeye,8192,0.215678,0.7051288935518114
cc-6.trace,hawkeye,32768,0.329951,0.08600013791835233
bfs-3.trace,hawkeye,32768,0.282959,0.3478742167460419
