cc-6.trace,lru,0.283981,0.5864313561681983
bfs-3.trace,lru,0.329887,0.25703469539085977
cc-6.trace,ship,0.284761,0.5842151675485009
bfs-3.trace,ship,0.329887,0.25703469539085977
cc-6.trace,srrip,0.278906,0.45926157987561494
bfs-3.trace,srrip,0.346147,0.25703469539085977
cc-6.trace,lru,0.283981,0.5864313561681983
bfs-3.trace,lru,0.329887,0.25703469539085977
cc-6.trace,lip,0.296538,0.20839811570324646
bfs-3.trace,lip,0.343637,0.22901299613628381
cc-6.trace,gippr,0.27631,0.5863753451996937
bfs-3.trace,gippr,0.324331,0.25703469539085977
cc-6.trace,eaf,0.265322,0.2850761162164671
bfs-3.trace,eaf,0.344692,0.23560863286890685
cc-6.trace,lru,0.283981,0.5864313561681983
bfs-3.trace,lru,0.329887,0.25703469539085977
cc-6.trace,lip,0.296538,0.20839811570324646
bfs-3.trace,lip,0.343637,0.22901299613628381
cc-6.trace,eaf,0.265322,0.2850761162164671
bfs-3.trace,eaf,0.344692,0.23560863286890685
cc-6.trace,gippr,0.27631,0.5863753451996937
bfs-3.trace,gippr,0.324331,0.25703469539085977
cc-6.trace,lru,0.283981,0.5864313561681983
bfs-3.trace,lru,0.329887,0.25703469539085977
cc-6.trace,lip,0.296538,0.20839811570324646
bfs-3.trace,lip,0.343637,0.22901299613628381
cc-6.trace,eaf,0.265322,0.2850761162164671
bfs-3.trace,eaf,0.344692,0.23560863286890685
cc-6.trace,gippr,0.27631,0.5863753451996937
bfs-3.trace,gippr,0.324331,0.25703469539085977
cc-6.trace,lru,0.283981,0.5864313561681983
bfs-3.trace,lru,0.329887,0.25703469539085977
cc-6.trace,lip,0.296538,0.20839811570324646
bfs-3.trace,lip,0.343637,0.22901299613628381
cc-6.trace,eaf,0.265322,0.2850761162164671
bfs-3.trace,eaf,0.344692,0.23560863286890685
cc-6.trace,gippr,0.27631,0.5863753451996937
bfs-3.trace,gippr,0.324331,0.25703469539085977
cc-6.trace,random,0.259163,0.47342955932518044
bfs-3.trace,random,0.315739,0.23759903211958006
cc-6.trace,lru,0.283981,0.5864313561681983
cc-6.trace,lru,0.283981,0.5864313561681983
bfs-3.trace,lru,0.329887,0.25703469539085977
cc-6.trace,lip,0.296538,0.20839811570324646
